-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Latitude  33.4484   Longitude -112.074 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 494.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS50M,WD50M,T2M
2020,3,11,21,0.0,2.62,52.1,16.91
2020,3,11,22,0.0,2.41,84.1,16.72
2020,3,11,23,0.0,2.17,106.0,16.62
2020,3,12,0,0.0,1.92,119.4,16.55
2020,3,12,1,0.0,2.27,123.1,16.03
2020,3,12,2,0.0,2.98,141.6,15.52
2020,3,12,3,0.0,3.02,151.9,15.48
2020,3,12,4,0.0,2.81,164.7,15.49
2020,3,12,5,0.0,3.18,169.1,15.31
2020,3,12,6,0.0,3.54,158.1,15.0
2020,3,12,7,40.03,3.75,141.6,15.52
2020,3,12,8,104.95,3.76,123.4,16.57
2020,3,12,9,124.0,3.68,112.2,17.28
2020,3,12,10,170.45,3.72,120.9,18.47
2020,3,12,11,235.6,3.94,139.2,19.23
2020,3,12,12,342.4,4.55,148.5,19.69
2020,3,12,13,245.5,4.8,151.1,20.1
2020,3,12,14,216.62,4.31,157.2,20.04
2020,3,12,15,116.72,3.32,155.1,19.86
2020,3,12,16,132.82,2.52,120.0,19.11
2020,3,12,17,68.53,3.05,83.8,17.96
2020,3,12,18,7.35,2.27,94.8,16.84
2020,3,12,19,0.0,2.05,193.8,16.16
2020,3,12,20,0.0,4.49,213.7,15.14
2020,3,12,21,0.0,6.49,222.0,14.99
2020,3,12,22,0.0,8.06,232.4,14.5
2020,3,12,23,0.0,7.44,226.0,13.91
2020,3,13,0,0.0,5.8,191.4,13.58
2020,3,13,1,0.0,6.82,157.5,12.98
2020,3,13,2,0.0,8.12,162.4,12.42
2020,3,13,3,0.0,8.25,174.8,11.82
2020,3,13,4,0.0,7.65,181.6,11.22
2020,3,13,5,0.0,6.63,183.9,10.12
2020,3,13,6,0.0,5.54,184.7,9.18
2020,3,13,7,88.65,4.61,195.9,11.38
2020,3,13,8,235.88,4.57,213.6,13.48
2020,3,13,9,393.48,4.76,216.3,15.47
2020,3,13,10,523.58,4.47,216.0,16.95
2020,3,13,11,545.4,4.29,215.3,18.19
2020,3,13,12,577.1,4.32,214.9,19.1
2020,3,13,13,551.7,4.4,215.7,19.5
2020,3,13,14,449.42,4.47,220.5,19.25
2020,3,13,15,347.85,4.64,225.5,18.66
2020,3,13,16,208.43,4.67,234.5,17.79
2020,3,13,17,89.8,3.76,252.2,16.46
2020,3,13,18,9.27,2.66,283.5,14.27
2020,3,13,19,0.0,2.19,316.8,13.33
2020,3,13,20,0.0,1.67,347.2,12.74
2020,3,13,21,0.0,1.19,22.3,12.6
2020,3,13,22,0.0,0.93,60.9,12.51
2020,3,13,23,0.0,0.98,103.0,12.22
2020,3,14,0,0.0,1.47,115.9,11.52
2020,3,14,1,0.0,2.15,103.7,10.64
2020,3,14,2,0.0,2.38,96.0,10.1
2020,3,14,3,0.0,2.3,93.7,9.88
2020,3,14,4,0.0,2.34,96.1,9.58
2020,3,14,5,0.0,2.61,103.5,9.19
2020,3,14,6,0.0,3.03,112.5,8.88
2020,3,14,7,124.3,3.35,118.6,11.36
2020,3,14,8,339.08,3.01,130.6,14.03
2020,3,14,9,547.67,3.32,150.2,16.46
2020,3,14,10,702.15,3.52,160.4,18.18
2020,3,14,11,809.53,3.37,172.0,19.5
2020,3,14,12,812.0,3.28,186.8,20.53
2020,3,14,13,768.58,3.2,201.4,21.12
2020,3,14,14,609.55,3.11,210.9,21.52
2020,3,14,15,483.15,2.86,218.2,21.51
2020,3,14,16,314.38,2.52,227.6,21.06
2020,3,14,17,145.18,2.19,248.0,19.68
2020,3,14,18,13.75,2.46,285.8,16.92
2020,3,14,19,0.0,2.9,309.1,15.7
2020,3,14,20,0.0,3.07,325.0,14.81
2020,3,14,21,0.0,2.92,338.3,14.17
2020,3,14,22,0.0,2.57,353.5,13.75
2020,3,14,23,0.0,2.19,12.6,13.53
2020,3,15,0,0.0,2.0,32.3,13.36
2020,3,15,1,0.0,1.97,46.6,13.15
2020,3,15,2,0.0,1.99,54.6,13.02
2020,3,15,3,0.0,1.98,61.6,12.96
2020,3,15,4,0.0,1.99,68.8,12.76
2020,3,15,5,0.0,2.01,79.1,12.39
2020,3,15,6,0.0,2.03,96.8,12.03
2020,3,15,7,118.05,2.15,111.0,13.5
2020,3,15,8,300.1,1.24,147.8,16.6
2020,3,15,9,481.65,1.63,202.3,19.19
2020,3,15,10,709.8,2.29,202.6,21.1
2020,3,15,11,788.6,2.8,206.9,22.57
2020,3,15,12,885.8,3.2,214.0,23.51
2020,3,15,13,817.17,3.42,222.5,24.05
2020,3,15,14,737.92,3.63,231.0,24.29
2020,3,15,15,602.17,3.55,236.7,24.06
2020,3,15,16,408.77,3.42,242.1,23.28
2020,3,15,17,193.65,3.35,254.4,21.36
2020,3,15,18,17.65,3.51,276.5,17.71
2020,3,15,19,0.0,3.6,297.1,16.48
2020,3,15,20,0.0,3.61,309.9,15.69
2020,3,15,21,0.0,3.49,312.8,15.07
2020,3,15,22,0.0,3.3,312.1,14.51
2020,3,15,23,0.0,3.03,308.3,14.09
2020,3,16,0,0.0,2.67,301.2,13.88
2020,3,16,1,0.0,2.4,293.9,13.52
2020,3,16,2,0.0,1.9,293.9,13.55
2020,3,16,3,0.0,0.97,312.9,13.47
2020,3,16,4,0.0,0.59,59.5,13.0
2020,3,16,5,0.0,1.48,102.9,12.63
2020,3,16,6,0.0,1.93,124.0,12.14
2020,3,16,7,136.02,1.88,141.2,14.05
2020,3,16,8,332.52,1.7,162.5,17.03
2020,3,16,9,508.25,2.12,171.9,19.65
2020,3,16,10,665.67,2.69,172.7,21.66
2020,3,16,11,816.62,3.0,176.8,23.12
2020,3,16,12,786.53,3.35,187.0,24.12
2020,3,16,13,808.25,3.89,199.4,24.84
2020,3,16,14,665.58,4.43,210.4,25.09
2020,3,16,15,488.27,4.62,217.9,24.83
2020,3,16,16,326.2,4.67,223.8,23.95
2020,3,16,17,134.85,4.58,236.7,21.42
2020,3,16,18,11.93,5.29,250.6,17.96
2020,3,16,19,0.0,6.53,256.5,16.6
2020,3,16,20,0.0,7.09,259.7,15.61
2020,3,16,21,0.0,6.65,262.1,14.63
2020,3,16,22,0.0,5.47,266.9,13.82
2020,3,16,23,0.0,4.18,272.7,13.35
2020,3,17,0,0.0,3.28,277.4,13.22
2020,3,17,1,0.0,2.61,277.9,13.3
2020,3,17,2,0.0,2.13,275.7,13.35
2020,3,17,3,0.0,1.71,280.5,13.33
2020,3,17,4,0.0,1.32,285.8,13.25
2020,3,17,5,0.0,0.98,277.6,13.34
2020,3,17,6,3.53,0.83,244.4,13.24
2020,3,17,7,117.3,1.2,213.8,13.93
2020,3,17,8,302.67,1.85,204.6,15.75
2020,3,17,9,514.83,3.18,202.4,17.59
2020,3,17,10,706.9,4.14,202.4,19.08
2020,3,17,11,749.38,4.59,204.3,20.49
2020,3,17,12,811.9,4.88,209.2,21.58
2020,3,17,13,711.22,5.07,215.9,22.23
2020,3,17,14,656.67,5.13,221.8,22.56
2020,3,17,15,537.55,5.11,226.7,22.39
2020,3,17,16,346.27,5.15,231.6,21.67
2020,3,17,17,164.18,5.17,243.9,20.01
2020,3,17,18,17.1,5.72,265.7,15.93
2020,3,17,19,0.0,6.12,278.5,14.31
2020,3,17,20,0.0,5.76,280.4,13.34
2020,3,17,21,0.0,5.22,272.9,12.55
2020,3,17,22,0.0,4.73,261.4,11.9
2020,3,17,23,0.0,3.98,248.7,11.5
2020,3,18,0,0.0,3.02,230.8,11.58
2020,3,18,1,0.0,2.52,201.7,11.55
2020,3,18,2,0.0,2.77,174.8,11.11
2020,3,18,3,0.0,3.06,165.2,10.76
2020,3,18,4,0.0,2.95,168.7,10.72
2020,3,18,5,0.0,2.19,165.7,10.94
2020,3,18,6,3.12,2.7,184.3,10.85
2020,3,18,7,80.35,4.31,167.5,11.93
2020,3,18,8,220.23,6.18,155.4,13.78
2020,3,18,9,366.02,7.09,153.4,15.43
2020,3,18,10,346.33,7.41,156.4,17.05
2020,3,18,11,438.65,7.56,166.6,17.97
2020,3,18,12,337.52,8.47,178.7,17.57
2020,3,18,13,193.85,9.55,189.6,16.97
2020,3,18,14,134.82,9.02,191.2,16.09
2020,3,18,15,68.93,8.42,198.2,15.2
2020,3,18,16,184.0,9.45,214.7,13.81
2020,3,18,17,86.55,9.27,224.6,12.39
2020,3,18,18,9.18,7.64,225.7,11.47
2020,3,18,19,0.0,6.85,212.7,10.69
2020,3,18,20,0.0,7.04,199.7,10.26
2020,3,18,21,0.0,6.52,189.5,9.58
2020,3,18,22,0.0,6.22,182.4,9.14
2020,3,18,23,0.0,6.39,184.1,9.03
2020,3,19,0,0.0,6.72,189.6,8.68
2020,3,19,1,0.0,6.52,199.6,7.96
2020,3,19,2,0.0,6.46,212.4,7.58
2020,3,19,3,0.0,6.51,218.9,7.61
2020,3,19,4,0.0,6.2,219.1,8.09
2020,3,19,5,0.0,5.87,218.8,7.9
2020,3,19,6,4.45,5.42,218.0,7.58
2020,3,19,7,118.78,4.17,213.8,8.97
2020,3,19,8,319.42,3.85,220.3,10.8
2020,3,19,9,530.7,4.01,220.8,12.58
2020,3,19,10,695.35,3.88,218.8,14.01
2020,3,19,11,689.28,3.77,219.1,15.03
2020,3,19,12,688.6,3.83,221.6,16.0
2020,3,19,13,620.53,3.7,226.4,16.77
2020,3,19,14,590.17,3.27,229.6,17.04
2020,3,19,15,454.08,2.57,229.7,17.01
2020,3,19,16,307.75,1.83,228.5,16.55
2020,3,19,17,153.0,0.76,228.7,15.58
2020,3,19,18,18.62,0.91,42.8,13.59
2020,3,19,19,0.0,2.6,53.1,11.57
2020,3,19,20,0.0,3.77,59.2,10.12
2020,3,19,21,0.0,4.23,61.6,9.36
2020,3,19,22,0.0,4.24,63.6,8.85
2020,3,19,23,0.0,3.97,64.8,8.58
2020,3,20,0,0.0,3.65,62.7,8.44
2020,3,20,1,0.0,3.47,57.4,8.2
2020,3,20,2,0.0,3.41,53.0,7.86
2020,3,20,3,0.0,3.52,52.2,7.34
2020,3,20,4,0.0,3.47,51.4,7.14
2020,3,20,5,0.0,3.38,49.0,6.92
2020,3,20,6,7.12,3.46,48.2,6.81
2020,3,20,7,156.2,3.42,52.4,9.93
2020,3,20,8,383.98,2.15,58.5,13.64
2020,3,20,9,594.25,1.57,102.1,16.61
2020,3,20,10,752.95,1.95,131.7,18.2
2020,3,20,11,866.4,2.1,157.0,19.41
2020,3,20,12,881.72,2.18,188.4,20.35
2020,3,20,13,838.47,2.66,211.5,20.81
2020,3,20,14,735.6,3.06,229.0,20.08
2020,3,20,15,445.52,2.91,244.3,18.85
2020,3,20,16,298.62,2.56,258.3,18.01
2020,3,20,17,136.1,2.34,276.9,16.56
2020,3,20,18,10.12,2.47,300.9,15.09
2020,3,20,19,0.0,2.79,322.1,14.37
2020,3,20,20,0.0,3.07,338.6,13.78
2020,3,20,21,0.0,3.11,353.9,13.43
2020,3,20,22,0.0,2.92,6.9,13.29
2020,3,20,23,0.0,2.62,19.4,13.24
2020,3,21,0,0.0,2.14,24.0,13.17
2020,3,21,1,0.0,1.75,22.2,13.04
2020,3,21,2,0.0,1.43,20.1,12.85
2020,3,21,3,0.0,1.16,28.8,12.64
2020,3,21,4,0.0,1.14,57.1,12.26
2020,3,21,5,0.0,1.46,88.0,11.62
2020,3,21,6,6.6,1.72,126.5,10.9
2020,3,21,7,138.23,2.27,158.1,12.52
2020,3,21,8,354.88,2.5,195.1,15.07
2020,3,21,9,565.3,3.16,213.1,18.07
2020,3,21,10,733.7,3.63,216.1,19.79
2020,3,21,11,857.12,3.62,220.9,20.95
2020,3,21,12,917.7,3.67,231.4,21.82
2020,3,21,13,880.92,3.77,240.7,22.33
2020,3,21,14,795.33,4.05,246.4,22.51
2020,3,21,15,640.92,4.32,250.7,22.16
2020,3,21,16,429.83,4.44,256.2,21.3
2020,3,21,17,203.6,4.41,263.7,19.43
2020,3,21,18,21.9,4.33,273.0,15.23
2020,3,21,19,0.0,4.07,281.5,13.93
2020,3,21,20,0.0,3.92,286.1,13.3
2020,3,21,21,0.0,3.68,285.9,12.8
2020,3,21,22,0.0,3.65,283.6,12.29
2020,3,21,23,0.0,3.11,287.2,12.21
2020,3,22,0,0.0,2.27,295.0,12.43
2020,3,22,1,0.0,1.31,295.4,12.82
2020,3,22,2,0.0,0.64,270.0,13.05
2020,3,22,3,0.0,0.3,229.0,12.74
2020,3,22,4,0.0,0.38,163.0,12.43
2020,3,22,5,0.0,0.73,133.3,12.16
2020,3,22,6,6.7,1.22,129.0,11.39
2020,3,22,7,136.1,1.75,130.1,12.66
2020,3,22,8,333.95,1.58,140.4,14.8
2020,3,22,9,536.62,1.46,145.0,17.09
2020,3,22,10,751.0,1.43,149.9,18.84
2020,3,22,11,745.28,1.43,158.6,19.95
2020,3,22,12,686.95,1.43,188.5,20.67
2020,3,22,13,680.97,1.72,214.8,20.93
2020,3,22,14,589.95,1.91,235.2,21.0
2020,3,22,15,478.4,2.1,249.4,20.98
2020,3,22,16,317.48,2.27,256.0,20.55
2020,3,22,17,150.38,2.26,273.8,18.9
2020,3,22,18,11.75,2.42,304.4,16.93
2020,3,22,19,0.0,2.78,328.4,16.15
2020,3,22,20,0.0,2.91,343.6,15.73
2020,3,22,21,0.0,2.86,349.1,15.32
2020,3,22,22,0.0,2.59,352.0,15.23
2020,3,22,23,0.0,2.18,353.7,15.19
2020,3,23,0,0.0,1.74,346.0,15.21
2020,3,23,1,0.0,1.35,334.0,15.0
2020,3,23,2,0.0,1.36,289.8,14.9
2020,3,23,3,0.0,1.52,263.6,14.43
2020,3,23,4,0.0,1.83,248.9,13.74
2020,3,23,5,0.0,2.26,245.5,12.33
2020,3,23,6,8.6,2.52,234.5,11.51
2020,3,23,7,158.45,2.83,225.9,13.51
2020,3,23,8,379.48,3.28,236.5,16.7
2020,3,23,9,586.8,4.15,233.8,19.31
2020,3,23,10,727.35,5.21,232.1,20.77
2020,3,23,11,800.17,6.1,234.6,21.89
2020,3,23,12,863.9,6.78,237.2,22.75
2020,3,23,13,797.88,7.4,242.1,23.21
2020,3,23,14,714.05,8.05,250.6,23.21
2020,3,23,15,548.88,8.23,257.4,22.73
2020,3,23,16,384.5,7.92,261.4,21.88
2020,3,23,17,195.25,7.23,265.0,20.37
2020,3,23,18,26.23,6.48,272.0,16.37
2020,3,23,19,0.0,6.25,278.7,14.52
2020,3,23,20,0.0,5.9,286.3,13.55
2020,3,23,21,0.0,5.4,298.3,12.74
2020,3,23,22,0.0,4.7,314.9,12.22
2020,3,23,23,0.0,3.83,331.0,12.26
2020,3,24,0,0.0,2.91,347.9,12.72
2020,3,24,1,0.0,2.11,6.5,13.21
2020,3,24,2,0.0,1.59,28.5,13.0
2020,3,24,3,0.0,1.61,51.3,12.81
2020,3,24,4,0.0,1.9,63.0,12.32
2020,3,24,5,0.0,2.36,69.4,11.48
2020,3,24,6,9.69,3.07,72.6,10.58
2020,3,24,7,140.84,3.64,79.7,13.38
2020,3,24,8,333.37,2.29,103.6,17.25
2020,3,24,9,508.35,1.82,151.5,20.12
2020,3,24,10,796.3,2.21,179.2,21.59
2020,3,24,11,904.55,2.73,201.3,22.71
2020,3,24,12,942.95,3.08,215.3,23.53
2020,3,24,13,913.62,3.03,225.1,24.06
2020,3,24,14,820.67,3.23,232.2,24.33
2020,3,24,15,665.03,3.18,236.8,24.12
2020,3,24,16,456.62,2.85,236.0,23.43
2020,3,24,17,227.02,2.59,242.1,21.81
2020,3,24,18,28.75,2.05,261.6,19.05
2020,3,24,19,0.0,1.65,291.0,18.24
2020,3,24,20,0.0,1.85,308.4,17.43
2020,3,24,21,0.0,2.11,303.0,16.36
2020,3,24,22,0.0,2.03,288.7,15.8
2020,3,24,23,0.0,2.38,279.9,14.98
2020,3,25,0,0.0,2.19,279.7,14.42
2020,3,25,1,0.0,1.7,262.6,14.18
2020,3,25,2,0.0,1.43,257.0,13.8
2020,3,25,3,0.0,0.94,225.4,13.75
2020,3,25,4,0.0,1.26,198.4,13.36
2020,3,25,5,0.0,2.08,171.4,12.05
2020,3,25,6,9.62,3.17,158.1,10.84
2020,3,25,7,120.18,3.7,149.8,13.68
2020,3,25,8,292.7,3.27,151.5,16.92
2020,3,25,9,454.25,3.41,171.2,20.04
2020,3,25,10,572.75,3.67,190.4,21.87
2020,3,25,11,644.53,3.86,207.8,23.28
2020,3,25,12,619.78,3.9,217.9,24.26
2020,3,25,13,535.12,4.06,230.6,25.05
2020,3,25,14,399.0,4.5,242.6,25.43
2020,3,25,15,226.75,4.78,250.3,25.06
2020,3,25,16,191.88,5.19,260.2,23.64
2020,3,25,17,95.62,4.99,267.8,21.29
2020,3,25,18,13.5,4.61,265.0,18.35
2020,3,25,19,0.0,4.51,254.4,16.97
2020,3,25,20,0.0,4.55,246.3,16.09
2020,3,25,21,0.0,4.1,243.6,15.48
2020,3,25,22,0.0,3.55,244.3,15.05
2020,3,25,23,0.0,3.64,253.6,14.44
2020,3,26,0,0.0,3.89,269.4,13.84
2020,3,26,1,0.0,4.17,286.7,13.29
2020,3,26,2,0.0,3.67,285.0,13.05
2020,3,26,3,0.0,4.01,266.9,12.6
2020,3,26,4,0.0,5.06,259.5,11.89
2020,3,26,5,0.0,5.74,264.8,11.35
2020,3,26,6,8.43,5.63,270.4,11.0
2020,3,26,7,142.93,4.84,270.1,12.01
2020,3,26,8,319.17,4.38,273.1,13.63
2020,3,26,9,520.8,4.03,261.1,15.38
2020,3,26,10,681.95,4.17,246.0,16.43
2020,3,26,11,751.05,4.22,235.2,17.75
2020,3,26,12,836.38,4.75,228.8,19.26
2020,3,26,13,847.28,5.53,228.8,20.18
2020,3,26,14,802.45,5.86,229.7,20.53
2020,3,26,15,640.22,6.03,230.0,20.33
2020,3,26,16,442.33,6.03,232.9,19.57
2020,3,26,17,228.02,6.23,240.5,17.98
2020,3,26,18,31.4,7.06,252.5,13.95
2020,3,26,19,0.0,7.85,260.5,11.94
2020,3,26,20,0.0,7.94,263.6,10.51
2020,3,26,21,0.0,7.84,264.7,9.37
2020,3,26,22,0.0,7.54,267.3,8.42
2020,3,26,23,0.0,7.24,271.7,7.58
2020,3,27,0,0.0,6.98,276.2,6.85
2020,3,27,1,0.0,5.96,278.7,6.16
2020,3,27,2,0.0,4.69,274.9,5.74
2020,3,27,3,0.0,4.4,266.5,5.7
2020,3,27,4,0.0,4.72,251.0,5.86
2020,3,27,5,0.0,4.95,237.8,5.62
2020,3,27,6,14.62,5.43,232.9,5.69
2020,3,27,7,183.32,5.1,232.9,8.28
2020,3,27,8,412.12,5.93,244.3,10.9
2020,3,27,9,637.38,6.3,246.5,12.72
2020,3,27,10,795.45,6.76,248.4,13.79
2020,3,27,11,893.08,7.24,251.2,14.38
2020,3,27,12,871.08,7.54,255.4,14.57
2020,3,27,13,840.0,7.86,262.3,14.79
2020,3,27,14,615.22,8.2,268.3,14.94
2020,3,27,15,588.22,8.05,272.9,15.03
2020,3,27,16,398.77,7.7,277.2,14.86
2020,3,27,17,205.1,6.98,280.7,14.03
2020,3,27,18,29.58,5.83,281.1,10.82
2020,3,27,19,0.0,4.71,276.1,9.22
2020,3,27,20,0.0,3.8,266.4,9.07
2020,3,27,21,0.0,3.61,257.2,8.78
2020,3,27,22,0.0,3.85,259.1,8.1
2020,3,27,23,0.0,3.61,273.2,7.71
2020,3,28,0,0.0,3.06,298.9,7.36
2020,3,28,1,0.0,2.78,331.2,6.64
2020,3,28,2,0.0,2.82,3.5,5.82
2020,3,28,3,0.0,3.22,34.9,5.22
2020,3,28,4,0.0,4.02,56.2,4.8
2020,3,28,5,0.0,4.69,68.0,4.21
2020,3,28,6,18.1,4.93,74.5,4.22
2020,3,28,7,202.93,4.46,79.5,8.19
2020,3,28,8,435.55,2.62,78.8,12.08
2020,3,28,9,646.35,1.86,56.0,15.29
2020,3,28,10,812.6,1.22,42.3,17.2
2020,3,28,11,922.53,0.53,341.2,18.75
2020,3,28,12,956.42,1.13,272.5,19.83
2020,3,28,13,866.6,1.85,261.9,20.45
2020,3,28,14,825.67,2.76,258.5,20.56
2020,3,28,15,658.95,3.15,259.4,20.53
2020,3,28,16,444.17,3.27,259.8,19.87
2020,3,28,17,218.18,3.4,258.6,18.24
2020,3,28,18,26.65,3.84,260.2,14.12
2020,3,28,19,0.0,3.99,270.9,12.35
2020,3,28,20,0.0,3.81,287.4,11.94
2020,3,28,21,0.0,3.47,308.1,11.9
2020,3,28,22,0.0,3.41,325.5,11.63
2020,3,28,23,0.0,3.16,348.5,11.76
2020,3,29,0,0.0,3.35,15.6,11.37
2020,3,29,1,0.0,3.65,45.0,10.85
2020,3,29,2,0.0,3.84,63.2,10.45
2020,3,29,3,0.0,4.04,77.4,10.07
2020,3,29,4,0.0,4.11,89.7,9.67
2020,3,29,5,0.0,3.79,92.3,8.92
2020,3,29,6,17.52,3.94,87.7,8.4
2020,3,29,7,190.4,3.96,86.4,12.11
2020,3,29,8,419.6,2.21,102.0,16.14
2020,3,29,9,634.72,1.68,152.4,19.16
2020,3,29,10,803.33,2.27,185.8,20.91
2020,3,29,11,917.33,3.36,208.1,22.18
2020,3,29,12,954.8,4.34,219.5,22.97
2020,3,29,13,924.83,4.78,228.5,23.41
2020,3,29,14,827.8,4.91,237.6,23.58
2020,3,29,15,667.4,4.99,246.4,23.29
2020,3,29,16,463.35,4.99,254.0,22.5
2020,3,29,17,235.75,5.0,265.2,20.74
2020,3,29,18,34.15,5.46,278.9,15.96
2020,3,29,19,0.0,6.22,283.9,13.81
2020,3,29,20,0.0,6.76,284.4,12.78
2020,3,29,21,0.0,6.83,282.1,11.87
2020,3,29,22,0.0,6.7,282.7,10.99
2020,3,29,23,0.0,6.15,285.6,10.22
2020,3,30,0,0.0,5.43,289.7,9.69
2020,3,30,1,0.0,4.77,292.3,9.4
2020,3,30,2,0.0,3.93,296.8,9.25
2020,3,30,3,0.0,2.99,304.0,9.13
2020,3,30,4,0.0,1.89,319.1,9.07
2020,3,30,5,0.0,1.31,11.9,8.53
2020,3,30,6,20.92,2.09,59.5,7.98
2020,3,30,7,208.9,3.08,80.5,11.43
2020,3,30,8,440.88,2.57,83.7,15.12
2020,3,30,9,651.28,1.08,43.1,18.62
2020,3,30,10,817.9,1.16,307.3,21.09
2020,3,30,11,926.62,2.41,279.3,22.57
2020,3,30,12,965.42,3.57,272.1,23.51
2020,3,30,13,936.22,4.07,274.4,24.04
2020,3,30,14,838.05,4.37,268.8,24.34
2020,3,30,15,679.85,4.04,262.9,24.24
2020,3,30,16,476.17,3.48,265.1,23.64
2020,3,30,17,246.0,3.2,263.5,22.04
2020,3,30,18,37.6,3.71,248.3,17.73
2020,3,30,19,0.0,3.89,245.2,15.98
2020,3,30,20,0.0,3.56,254.5,15.6
2020,3,30,21,0.0,2.95,264.6,15.6
2020,3,30,22,0.0,2.16,276.6,15.6
2020,3,30,23,0.0,1.42,336.0,15.6
2020,3,31,0,0.0,2.47,33.6,13.92
2020,3,31,1,0.0,3.46,55.9,12.67
2020,3,31,2,0.0,4.63,70.7,11.33
2020,3,31,3,0.0,5.6,78.5,10.33
2020,3,31,4,0.0,6.22,80.5,9.72
2020,3,31,5,0.0,6.44,80.7,9.38
2020,3,31,6,16.5,6.66,77.6,9.71
2020,3,31,7,147.4,6.01,73.8,13.53
2020,3,31,8,324.15,3.75,80.2,16.88
2020,3,31,9,494.12,2.63,100.3,20.83
2020,3,31,10,668.58,2.29,107.2,23.43
2020,3,31,11,738.1,1.64,125.0,25.46
2020,3,31,12,730.92,0.84,195.2,26.91
2020,3,31,13,592.3,1.08,247.2,26.9
2020,3,31,14,518.97,1.08,240.6,26.19
2020,3,31,15,449.17,1.1,241.1,25.97
2020,3,31,16,280.27,2.02,271.7,25.27
2020,3,31,17,185.77,3.8,289.7,23.17
2020,3,31,18,23.98,5.27,296.7,19.3
2020,3,31,19,0.0,5.62,305.6,17.79
2020,3,31,20,0.0,4.95,314.3,17.27
2020,3,31,21,0.0,3.67,322.6,17.47
2020,3,31,22,0.0,2.23,343.6,18.44
2020,3,31,23,0.0,0.94,21.9,18.77
2020,4,1,0,0.0,0.8,129.4,18.5
2020,4,1,1,0.0,1.44,159.7,17.51
2020,4,1,2,0.0,1.76,163.5,16.5
2020,4,1,3,0.0,2.18,147.8,15.81
2020,4,1,4,0.0,2.85,144.6,14.62
2020,4,1,5,0.0,3.43,143.8,13.5
2020,4,1,6,17.33,3.62,141.7,13.13
2020,4,1,7,166.5,3.38,142.7,16.13
2020,4,1,8,355.48,2.44,160.1,18.83
2020,4,1,9,547.55,2.28,189.6,21.98
2020,4,1,10,762.15,2.53,206.3,24.06
2020,4,1,11,884.42,2.82,217.6,25.53
2020,4,1,12,949.22,3.3,227.9,26.78
2020,4,1,13,918.4,4.0,238.2,27.68
2020,4,1,14,814.9,4.8,247.2,28.1
2020,4,1,15,656.03,5.35,252.6,27.93
2020,4,1,16,457.38,5.52,254.5,27.25
2020,4,1,17,236.8,5.21,254.5,25.4
2020,4,1,18,37.47,5.06,251.7,20.63
2020,4,1,19,0.0,5.51,246.7,18.37
2020,4,1,20,0.0,5.94,244.5,17.2
2020,4,1,21,0.0,6.15,243.4,16.17
2020,4,1,22,0.0,5.89,242.0,15.2
2020,4,1,23,0.0,4.61,240.2,14.63
2020,4,2,0,0.0,3.08,236.8,14.74
2020,4,2,1,0.0,1.48,227.5,15.05
2020,4,2,2,0.0,1.48,151.4,14.87
2020,4,2,3,0.0,3.25,144.0,13.15
2020,4,2,4,0.0,4.68,146.7,11.56
2020,4,2,5,0.0,5.54,150.0,10.73
2020,4,2,6,27.08,5.82,152.8,10.86
2020,4,2,7,222.75,5.31,155.9,15.0
2020,4,2,8,452.1,5.06,193.5,18.1
2020,4,2,9,657.9,4.57,216.2,20.87
2020,4,2,10,820.67,4.7,225.1,23.15
2020,4,2,11,924.17,5.66,232.3,24.84
2020,4,2,12,959.1,6.79,239.7,25.99
2020,4,2,13,932.42,7.61,246.6,26.67
2020,4,2,14,836.42,8.11,251.2,26.88
2020,4,2,15,681.62,8.15,253.4,26.65
2020,4,2,16,480.27,8.04,253.6,25.97
2020,4,2,17,252.02,7.64,252.4,24.44
2020,4,2,18,41.95,7.43,253.0,19.75
2020,4,2,19,0.0,7.64,259.2,17.3
2020,4,2,20,0.0,7.06,268.8,16.13
2020,4,2,21,0.0,5.78,281.6,15.18
2020,4,2,22,0.0,4.2,294.5,14.96
2020,4,2,23,0.0,2.84,303.8,15.43
2020,4,3,0,0.0,1.83,294.5,15.62
2020,4,3,1,0.0,1.14,261.9,15.87
2020,4,3,2,0.0,0.95,202.2,15.31
2020,4,3,3,0.0,1.89,168.1,13.75
2020,4,3,4,0.0,2.61,159.8,12.68
2020,4,3,5,0.0,3.05,152.8,11.78
2020,4,3,6,31.05,3.44,149.3,11.48
2020,4,3,7,233.93,3.25,148.2,15.19
2020,4,3,8,466.0,2.39,163.5,18.49
2020,4,3,9,673.3,2.14,178.1,22.07
2020,4,3,10,835.85,2.44,191.6,24.45
2020,4,3,11,939.95,3.11,199.7,25.82
2020,4,3,12,976.25,3.27,205.0,26.81
